,Dates,content_scores,title_scores,firstP_scores,stock_label,diff
0,2019-03-11,0.12237727017885276,0.08305000000000001,0.42979999999999996,1,0.470001
1,2019-03-12,0.2634230459770115,0.14675,0.68815,0,-0.169998
2,2019-03-13,0.18285716057166881,0.22870000000000001,-0.042,1,1.049988
3,2019-03-14,0.2161812343358396,-0.07543333333333334,-0.19433333333333339,1,0.41000299999999995
4,2019-03-15,0.14995454855449641,-0.158275,0.49335000000000007,0,-1.180008
5,2019-03-18,0.21840570854847963,-0.048840000000000015,0.68544,0,-3.100006
6,2019-03-19,0.1571750098789868,0.03298333333333333,0.28353333333333336,1,0.09001100000000001
7,2019-03-20,0.2433943146766676,0.2850333333333333,0.6613,1,3.940002
8,2019-03-21,0.19916664728682174,0.12040000000000001,0.8428666666666667,1,1.1900030000000001
9,2019-03-22,0.283553716690042,0.0,0.6268,0,-1.309998
10,2019-03-25,0.23663860953817648,0.06401666666666667,0.6654333333333333,1,3.289993
11,2019-03-26,0.23413148804137038,0.262825,0.72575,1,0.329987
12,2019-03-27,0.3199487427466151,0.1909,0.77685,0,-1.980011
13,2019-03-28,0.4323908297720798,0.07955,0.4995,1,0.9799959999999999
14,2019-03-29,0.3205781304339332,0.0,0.2615,1,0.300003
15,2019-04-01,0.21284447572733783,0.19504,0.3510200000000001,1,0.8699950000000001
16,2019-04-02,0.26684329545454544,0.31845,0.28595,1,4.059998
17,2019-04-03,0.006945075757575733,-0.13069999999999998,0.45855,0,-0.9600069999999999
18,2019-04-04,0.16836666666666664,0.0,-0.4767,1,0.0
19,2019-04-05,0.31378575883575877,0.61815,0.5921000000000001,0,-1.160004
20,2019-04-08,-0.020596666666666708,-0.2997,0.4968,0,-0.280014
21,2019-04-09,0.23748947250280583,0.11333333333333334,0.1287,1,1.960007
