,Dates,content_scores,title_scores,firstP_scores,stock_label,diff
0,2019-03-12,0.2538973263743425,0.3609,0.6373000000000001,0,-3.100006
1,2019-03-13,0.08184535005224662,0.0,0.12845,1,5.399993
2,2019-03-14,0.08419136363636363,-0.0649,0.5594,0,-1.679993
3,2019-03-18,-0.018162878787878825,-0.2202,0.3983,1,0.970001
4,2019-03-19,0.0766116043639959,-0.15293333333333334,0.3457666666666667,0,-7.619994999999999
5,2019-03-20,0.06796119402985076,-0.2023,0.0,1,16.309997
6,2019-03-21,0.13556845238095241,0.31845,0.5218,1,3.869995
7,2019-03-22,-0.06447333333333333,0.29600000000000004,-0.7184,0,-14.940002
8,2019-03-25,0.18378277395042097,-0.020466666666666668,0.31098333333333333,1,7.230011
9,2019-03-26,0.16627743857719104,0.37673333333333336,0.2237000000000001,0,-7.899994
10,2019-03-27,0.16244156976744184,0.0,-0.05035,0,-7.630005000000001
11,2019-03-28,-0.017490123456790126,0.1779,0.0346,1,0.119995
12,2019-04-02,0.19180460317460316,0.03423333333333333,0.5067333333333334,1,1.4700010000000001
13,2019-04-03,0.19603010780604802,0.505175,-0.298575,1,0.48999
14,2019-04-04,0.06066534653465345,-0.34,0.8126,0,-2.1900020000000002
15,2019-04-05,0.24898165213781653,0.027533333333333337,0.29006666666666664,0,-3.51001
16,2019-04-08,0.20397254901960787,0.0,0.4083,0,-3.6999809999999997
17,2019-04-09,0.006213562409812412,0.047525,-0.09974999999999999,1,4.169982
